# Existing oversized Swift files. Each entry ratchets its current counts downward
# until it reaches the defaults: 800 lines / 12 top-level types / 400 lines in the
# largest top-level declaration.
#
# Columns: path <TAB> lines <TAB> types <TAB> largest-top-level-type
#
# 2026-08-10, UI polish: two rows grew by exactly one line each, deliberately.
# Track's root ScrollView and AdaptiveHome each gained
# `.lifeBoardReportsComposerScroll()`, required for the composer's scroll-driven
# capsule/orb compression. Neither file can shrink to pay for it without a
# separate extraction pass, and blocking a one-line modifier behind a 4,500-line
# refactor is how a ratchet stops being useful. Every other file in this change
# was brought under the limit by extraction instead — see LifeThreadComposerHost,
# whose largest declaration went 436 -> under 400 by moving `host(router:)` and
# two inline sections out.
#
# 2026-08-10, signal rings restored: Gallery 5028 -> 5017 (ratcheted DOWN; the
# SignalStrip adoption was reverted at the user's request and `ring(_:)` came
# back smaller than the strip plumbing it replaced). AtmosphereRenderer
# 1387 -> 1393 for `MetricRing.RingState.permissionRequired`, a new case that
# separates "HealthKit was never authorized" from "authorized, nothing recorded
# yet" — the mapping used to collapse both into a dashed "+", which promised
# that tapping would let you add a value a permission gate cannot accept.
#
# 'largest' is the metric that predicts the -Onone launch crash: Debug inlines a
# computed 'some View' property into its caller's frame, so it is the size of the
# TYPE, not the file, that overflows the 1 MB main stack. Extracting a section into
# a sibling struct therefore shows up here as progress even though the file grows.
#
# 2026-08-07 regenerated after the parallel -Onone split pass. File 'lines' grew for
# ChatView / WeeklyPlanningWorkspaceView / LifeOSFoundationShell because extracting a
# section into a sibling struct adds declarations; 'largest' is the column that matters
# and it fell sharply. The later structural wave landed the AdaptiveHome split.
# 2026-08-07 +38 lines / +1 type / +3 largest: HealthDateRangeValidator and three
# `validate(start:end:)` calls, fixing an intermittent SIGSEGV where a malformed date
# bound reached HealthKit's predicate description and faulted in __dtoa. A crash fix,
# not drift.
# 2026-08-08: three rows gained 3-6 lines when the Home shrapnel was
# consolidated — each file picked up a header explaining why it is kept
# separate. The type sizes (603, 402, 409) are unchanged, which is the
# number this ratchet exists to drive down.
# 2026-08-09, Wave 6: fifteen rows grew by 1-6 lines. Each view that read
# `ThemeStore.shared.tokens(for: layoutClass)` now declares
# `@Environment(\.lifeboardTokens)` instead — one line added, one singleton
# reference removed. Type sizes are unchanged except where the property
# sits inside the largest type.
# 2026-08-11, health-first summaries: the read-only Health metrics boundary,
# Nutrition/Wellness resolvers, the Fasting destination, and wellness/nutrition/
# fasting deep links grew nine rows. LifeBoardPhaseVIViews was measured mid-
# extraction (1558) and landed at 2410 once the WellnessView/NutritionView
# health wiring was committed, so its row is a correction, not growth.
# 2026-08-11, cross-root route transactions: routines/goals/moments destination
# views, the acknowledged-leaf navigation protocol, and resolved Home card
# routes grew five more rows (projection store, track store, track views,
# gallery, models). Largest-type columns are unchanged; the growth is additive
# declaration count from the new destination and composer types.
# 2026-08-11, eva composer clearance: bridged composer focus state added six
# lines to ChatView and moved the chat's prompt field into the structured
# composer (+10 lines to its single top-level declaration). Type sizes are
# unchanged in the file that matters (ChatView's largest type held at 424;
# the +6 lines are outside it).
LifeBoard/Features/Knowledge/UI/LifeBoardKnowledgeViews.swift	3043	17	949
LifeBoard/Features/Knowledge/UI/KnowledgeStore.swift	712	3	698
LifeBoard/Features/Nutrition/Data/NutritionLifeMomentsPersistence.swift	596	2	505
LifeBoard/Features/Nutrition/Domain/NutritionModels.swift	1267	37	164
LifeBoard/Features/Onboarding/Models/StarterWorkspaceCatalog.swift	1996	1	1988
LifeBoard/Features/Plan/Data/PlanningCorePersistence.swift	1085	7	819
LifeBoard/Features/Plan/Domain/PlanStore+WeeklyWorkspace.swift	447	0	437
LifeBoard/Features/Plan/Domain/PlanStore.swift	1548	5	1511
LifeBoard/Features/Plan/Domain/PlanningCoreModels.swift	1396	75	118
LifeBoard/Features/Plan/Domain/PlanningCoreServices.swift	957	15	218
LifeBoard/Features/Plan/Domain/TaskExecutionContracts.swift	1910	25	467
LifeBoard/Features/Track/Data/TrackFoundationPersistence.swift	999	7	794
LifeBoard/Features/Track/Domain/TrackFoundationModels.swift	1866	94	148
LifeBoard/Features/Track/Domain/TrackFoundationServices.swift	1028	15	115
LifeBoard/Features/Track/UI/LifeBoardTrackFoundationViews.swift	5272	79	376
LifeBoard/Features/Track/UI/TrackFoundationStore.swift	1268	7	1139
LifeBoard/Features/Weekly/Domain/WeeklyPlanningWorkspace.swift	867	29	90
LifeBoard/Features/Weekly/UI/WeeklyPlanningWorkspaceView.swift	2397	27	512
LifeBoard/Features/Wellness/Domain/WellnessCoreModels.swift	1065	29	276
LifeBoard/Foundation/Design/LifeBoardAtmosphereRenderer.swift	1393	29	273
LifeBoard/Foundation/Design/LifeBoardFoundationGallery.swift	5140	62	1106
LifeBoard/Foundation/LifeOSFoundationContracts.swift	3095	133	209
LifeBoard/Foundation/Navigation/AppRouter.swift	971	13	584
LifeBoard/Foundation/Navigation/FoundationShell.swift	7112	56	2120
LifeBoard/Persistence/Repositories/DashboardLayoutRepository.swift	631	13	234
LifeBoard/LifeBoardDesign/HomeScreen.swift	1823	11	1405
LifeBoard/LifeBoardDesign/ScheduleScreen.swift	1288	2	1117
LifeBoard/LifeBoardDesign/Tokens/ClayColorTokens.swift	308	23	138
LifeBoard/App/DI/PresentationDependencyContainer.swift	531	5	413
LifeBoard/Features/Home/UI/Modals/HomeDailySummaryModalView.swift	525	1	518
LifeBoard/Features/Home/UI/Modals/OverdueRescue/OverdueRescueViewModelActions.swift	616	0	603
LifeBoard/Features/Home/UI/RenderState/HomeRenderState.swift	1051	41	124
LifeBoard/Features/Home/UI/Search/HomeSearchState.swift	980	14	348
LifeBoard/Features/Home/UI/Shell/HomeiPadShell.swift	776	12	476
LifeBoard/Features/Home/UI/Timeline/Surface/TimelineCanvasRail.swift	408	0	402
LifeBoard/Features/Home/UI/Timeline/Surface/TimelineVisualTimeMapping.swift	414	2	409
LifeBoard/Features/Habits/UI/ViewModels/AddHabitViewModel.swift	2065	22	810
LifeBoard/Features/Tasks/UI/ViewModels/AddTaskViewModel.swift	1716	6	1567
LifeBoard/Features/Home/UI/ViewModels/HomeViewModel+CompletionProjection.swift	432	1	416
LifeBoard/Features/Home/UI/ViewModels/HomeViewModel+HabitMutationPatching.swift	432	0	416
LifeBoard/Features/Home/UI/ViewModels/HomeViewModel+HabitMutations.swift	430	0	414
LifeBoard/Features/Home/UI/ViewModels/HomeViewModel+ReloadBatchingAndReplanLauncher.swift	451	0	435
LifeBoard/Features/Home/UI/ViewModels/HomeViewModel+SectionProjection.swift	469	0	453
LifeBoard/Features/Home/UI/ViewModels/HomeViewModelRoot.swift	539	1	522
LifeBoard/Features/Home/UI/ViewModels/HomeTaskListWidgetSnapshotService.swift	1381	5	739
LifeBoard/Features/Home/UI/ViewModels/HomeViewModel+Timeline.swift	1028	2	928
LifeBoard/Features/Insights/UI/ViewModels/InsightsViewModel.swift	2668	21	2134
LifeBoard/Features/Settings/UI/ViewModels/LifeManagementViewModel.swift	1638	24	844
LifeBoard/Features/Projects/UI/ViewModels/ProjectManagementViewModel.swift	717	7	591
LifeBoard/Features/Tasks/UI/ViewModels/TaskDetailViewModel.swift	1604	17	1508
LifeBoard/Features/Tasks/UI/ViewModels/TaskIconSupport.swift	551	7	503
LifeBoard/Features/Weekly/UI/ViewModels/WeeklyPlannerViewModel.swift	1339	17	1046
LifeBoard/Features/Weekly/UI/ViewModels/WeeklyReviewViewModel.swift	693	9	621
LifeBoard/SceneDelegate.swift	1176	4	952
LifeBoard/Services/LocalNotificationService.swift	1346	9	700
LifeBoard/Services/V2FeatureFlags.swift	721	3	707
LifeBoard/App/DI/CompositionRoot.swift	471	5	422
LifeBoard/Persistence/Bootstrap/PersistentStoreBootstrapService.swift	2201	15	854
LifeBoard/Persistence/Repositories/CoreDataExternalSyncRepository.swift	442	1	437
LifeBoard/Persistence/Repositories/CoreDataGamificationRepository.swift	912	2	895
LifeBoard/Persistence/Repositories/CoreDataHabitRuntimeReadRepository.swift	814	2	797
LifeBoard/Persistence/Repositories/CoreDataProjectRepository.swift	980	3	953
LifeBoard/Persistence/Repositories/CoreDataTaskDefinitionRepository.swift	1484	9	840
LifeBoard/Persistence/Repositories/CoreDataTaskReadModelRepository.swift	797	2	780
LifeBoard/Persistence/Repositories/CoreDataWeeklyRepositories.swift	1334	16	261
Packages/LifeBoardCalendar/Sources/LifeBoardCalendar/CalendarIntegrationService.swift	948	10	734
LifeBoard/Persistence/Services/CoreSchedulingEngine.swift	730	4	612
LifeBoard/Persistence/Sync/WriteClosedRepositoryAdapters.swift	889	22	105
LifeBoard/TestingSupport/HomeUITestWorkspaceSeeder.swift	1640	1	1630
LifeBoard/Features/Insights/Domain/CalculateAnalyticsUseCase.swift	1277	14	878
LifeBoard/UseCases/Coordinator/LifeManagementDestructiveFlowCoordinator.swift	451	8	406
LifeBoard/UseCases/Coordinator/UseCaseCoordinator.swift	862	13	694
LifeBoard/Features/Gamification/Domain/GamificationEngine.swift	1517	8	1201
LifeBoard/Features/Journal/Domain/SemanticIndexStore.swift	437	2	422
Packages/LifeBoardContracts/Sources/LifeBoardContracts/WatchCaptureModels.swift	411	14	92
Packages/LifeBoardDomain/Sources/LifeBoardDomain/HomeDashboardContracts.swift	387	18	51
Packages/LifeBoardDomain/Sources/LifeBoardDomain/KnowledgeContracts.swift	969	40	199
Packages/LifeBoardDomain/Sources/LifeBoardDomain/Reflection_ProactiveReflectionModels.swift	1234	20	881
Packages/LifeBoardDomain/Sources/LifeBoardDomain/Reflection_WeeklyReflectionModels.swift	290	14	92
Packages/LifeBoardDomain/Sources/LifeBoardDomain/SemanticMemoryModels.swift	350	15	57
LifeBoard/Features/Habits/Domain/HabitRuntimeUseCases.swift	2235	25	338
LifeBoard/UseCases/Home/HomeTimelineProjectionBuilder.swift	955	6	925
LifeBoard/Features/Eva/Domain/AssistantActionPipelineUseCase.swift	933	5	917
LifeBoard/Features/Projects/Domain/ManageProjectsUseCase.swift	728	7	588
LifeBoard/Features/Sync/Domain/ReconcileExternalRemindersUseCase.swift	1151	6	1033
Packages/LifeBoardCalendar/Sources/LifeBoardCalendar/ReminderMergeService.swift	438	5	435
LifeBoard/Features/Tasks/Domain/GetHomeFilteredTasksUseCase.swift	1865	34	627
LifeBoard/Features/Tasks/Domain/GetTasksUseCase.swift	636	8	510
LifeBoard/Features/Tasks/Domain/SortTasksUseCase.swift	593	10	482
LifeBoard/Features/Tasks/Domain/TaskCaptureParser.swift	625	11	549
LifeBoard/Features/Weekly/Domain/WeeklyOperatingUseCases.swift	996	18	218
LifeBoard/Utils/LoggingService.swift	850	9	329
LifeBoard/Features/Habits/UI/HabitBoardViews.swift	2251	43	389
LifeBoard/Features/Home/UI/HomeQuickFilterDropdown.swift	448	3	404
LifeBoard/Features/Habits/UI/AddHabitSheetView.swift	1110	10	451
LifeBoard/Features/Tasks/UI/AddTaskSheetView.swift	854	11	309
LifeBoard/Features/Home/UI/CompactHeaderChrome.swift	439	1	437
LifeBoard/Features/Eva/UI/SunriseEvaSheets.swift	1856	25	307
LifeBoard/Features/Focus/UI/FocusZone.swift	586	13	248
LifeBoard/Features/Habits/UI/HabitDetailScreen.swift	1160	10	743
LifeBoard/Features/Projects/UI/ProjectManagementView.swift	565	2	557
LifeBoard/Features/Tasks/UI/TaskDetailScreen.swift	967	15	880
LifeBoard/Features/Tasks/UI/TaskListView.swift	1355	9	972
LifeBoard/Features/Tasks/UI/TaskRowView.swift	981	11	514
LifeBoard/Features/Tasks/UI/TaskSectionView.swift	849	8	260
LifeBoard/Features/Weekly/UI/WeeklyPlannerView.swift	1381	19	240
LifeBoard/Features/Tasks/UI/TaskDetailComponents.swift	521	13	59
LifeBoard/Features/Tasks/UI/TaskDetailPresentationContracts.swift	19	13	4
LifeBoard/Features/Weekly/UI/WeeklyRitualComponents.swift	990	15	158
LifeBoard/Features/Home/UI/HomeSearchViewModel.swift	778	8	757
LifeBoard/Features/Settings/Components/SettingsNavigationRow.swift	680	18	98
LifeBoard/Features/Settings/SettingsRootView.swift	1284	3	1232
LifeBoard/Features/Settings/SettingsViewModel.swift	635	1	630
Packages/LifeBoardContracts/Sources/LifeBoardContracts/WidgetSnapshot.swift	1147	39	167
Packages/LifeBoardDomain/Sources/LifeBoardDomain/Interfaces_NotificationServiceProtocol.swift	738	18	146
Packages/LifeBoardDomain/Sources/LifeBoardDomain/Interfaces_V2RepositoryProtocols.swift	482	24	83
Packages/LifeBoardDomain/Sources/LifeBoardDomain/Models_CalendarIntegrationModels.swift	544	28	102
Packages/LifeBoardDomain/Sources/LifeBoardDomain/Models_HabitTypes.swift	580	28	77
Packages/LifeBoardDomain/Sources/LifeBoardDomain/Models_ScheduleTemplate.swift	211	13	40
Packages/LifeBoardDomain/Sources/LifeBoardDomain/Models_Task.swift	997	13	247
Packages/LifeBoardDomain/Sources/LifeBoardDomain/Models_TaskReadQueries.swift	315	16	40
Packages/LifeBoardTokens/Sources/LifeBoardTokens/SemanticColorTokens.swift	529	1	503
Packages/LifeBoardTokens/Sources/LifeBoardTokens/MotionAnimations.swift	680	17	100
Packages/LifeBoardTokens/Sources/LifeBoardTokens/SwiftUI+TokenAdapters.swift	910	18	122
Packages/LifeBoardTokens/Sources/LifeBoardTokens/Tokens.swift	442	20	69
